year,make,model,status,pdf_year
2010,Ford,Ranger,missing,
2011,Ford,Ranger,missing,
2019,Ford,Ranger,missing,
2020,Ford,Ranger,missing,
2021,Ford,Ranger,missing,
2022,Ford,Ranger,missing,
2023,Ford,Ranger,missing,
2024,Ford,Ranger,missing,
2025,Ford,Ranger,missing,
2014,Ford,Sedan Police Interceptor,missing,
2015,Ford,Sedan Police Interceptor,missing,
2016,Ford,Sedan Police Interceptor,missing,
2017,Ford,Sedan Police Interceptor,missing,
2016,Ford,Shelby Gt350,missing,
2017,Ford,Shelby Gt350,missing,
2018,Ford,Shelby Gt350,missing,
2019,Ford,Shelby Gt350,missing,
2020,Ford,Shelby Gt350,missing,
2020,Ford,Shelby Gt500,missing,
2021,Ford,Shelby Gt500,missing,
2022,Ford,Shelby Gt500,missing,
2025,Ford,Super Duty F 250 SRW,missing,
2025,Ford,Super Duty F 350 SRW,missing,
2026,Ford,Super Duty F 350 SRW,missing,
2025,Ford,Super Duty F 350 drw,missing,
2026,Ford,Super Duty F 350 drw,missing,
2025,Ford,Super Duty F 450 drw,missing,
2000,Ford,Taurus,missing,
2001,Ford,Taurus,missing,
2002,Ford,Taurus,missing,
2003,Ford,Taurus,missing,
2004,Ford,Taurus,missing,
2005,Ford,Taurus,missing,
2006,Ford,Taurus,missing,
2007,Ford,Taurus,missing,
2008,Ford,Taurus,missing,
2009,Ford,Taurus,missing,
2010,Ford,Taurus,missing,
2011,Ford,Taurus,missing,
2012,Ford,Taurus,missing,
2013,Ford,Taurus,missing,
2014,Ford,Taurus,missing,
2015,Ford,Taurus,missing,
2016,Ford,Taurus,missing,
2017,Ford,Taurus,missing,
2018,Ford,Taurus,missing,
2019,Ford,Taurus,missing,
2008,Ford,Taurus X,missing,
2009,Ford,Taurus X,missing,
2002,Ford,Thunderbird,missing,
2003,Ford,Thunderbird,missing,
2004,Ford,Thunderbird,missing,
2005,Ford,Thunderbird,missing,
2015,Ford,Transit 150,missing,
2016,Ford,Transit 150,missing,
2017,Ford,Transit 150,missing,
2018,Ford,Transit 150,missing,
2019,Ford,Transit 150,missing,
2020,Ford,Transit 150 Cargo,missing,
2021,Ford,Transit 150 Cargo,missing,
2022,Ford,Transit 150 Cargo,missing,
2023,Ford,Transit 150 Cargo,missing,
2024,Ford,Transit 150 Cargo,missing,
2020,Ford,Transit 150 Crew,missing,
2021,Ford,Transit 150 Crew,missing,
2022,Ford,Transit 150 Crew,missing,
2023,Ford,Transit 150 Crew,missing,
2020,Ford,Transit 150 Passenger,missing,
2021,Ford,Transit 150 Passenger,missing,
2022,Ford,Transit 150 Passenger,missing,
2015,Ford,Transit 250,missing,
2016,Ford,Transit 250,missing,
2017,Ford,Transit 250,missing,
2018,Ford,Transit 250,missing,
2019,Ford,Transit 250,missing,
2020,Ford,Transit 250 Cargo,missing,
2021,Ford,Transit 250 Cargo,missing,
2022,Ford,Transit 250 Cargo,missing,
2023,Ford,Transit 250 Cargo,missing,
2024,Ford,Transit 250 Cargo,missing,
2020,Ford,Transit 250 Crew,missing,
2021,Ford,Transit 250 Crew,missing,
2022,Ford,Transit 250 Crew,missing,
2023,Ford,Transit 250 Crew,missing,
2015,Ford,Transit 350,missing,
2016,Ford,Transit 350,missing,
2017,Ford,Transit 350,missing,
2018,Ford,Transit 350,missing,
2019,Ford,Transit 350,missing,
2020,Ford,Transit 350 Cargo,missing,
2021,Ford,Transit 350 Cargo,missing,
2022,Ford,Transit 350 Cargo,missing,
2023,Ford,Transit 350 Cargo,missing,
2024,Ford,Transit 350 Cargo,missing,
2020,Ford,Transit 350 Crew,missing,
2021,Ford,Transit 350 Crew,missing,
2022,Ford,Transit 350 Crew,missing,
2023,Ford,Transit 350 Crew,missing,
2020,Ford,Transit 350 Passenger,missing,
2021,Ford,Transit 350 Passenger,missing,
2022,Ford,Transit 350 Passenger,missing,
2023,Ford,Transit 350 Passenger,missing,
2024,Ford,Transit 350 Passenger,missing,
2026,Ford,Transit Cargo VAN,missing,
2010,Ford,Transit Connect,missing,
2011,Ford,Transit Connect,missing,
2012,Ford,Transit Connect,missing,
2013,Ford,Transit Connect,missing,
2014,Ford,Transit Connect,missing,
2015,Ford,Transit Connect,missing,
2016,Ford,Transit Connect,missing,
2017,Ford,Transit Connect,missing,
2018,Ford,Transit Connect,missing,
2019,Ford,Transit Connect,missing,
2020,Ford,Transit Connect,missing,
2021,Ford,Transit Connect,missing,
2022,Ford,Transit Connect,missing,
2023,Ford,Transit Connect,missing,
2025,Ford,Transit Passenger Wagon,missing,
2014,Ford,Utility Police Interceptor,missing,
2015,Ford,Utility Police Interceptor,missing,
2016,Ford,Utility Police Interceptor,missing,
2017,Ford,Utility Police Interceptor,missing,
2000,Ford,Windstar,missing,
2001,Ford,Windstar,missing,
2002,Ford,Windstar,missing,
2003,Ford,Windstar,missing,
2003,Ford,ZX2,missing,
2026,GMC,Acadia,missing,
2017,GMC,Acadia Limited,missing,
2023,GMC,Canyon,missing,
2024,GMC,Canyon,missing,
2025,GMC,Canyon,missing,
2026,GMC,Canyon,missing,
2000,GMC,Envoy,missing,
2002,GMC,Envoy,missing,
2003,GMC,Envoy,missing,
2004,GMC,Envoy,missing,
2005,GMC,Envoy,missing,
2006,GMC,Envoy,missing,
2007,GMC,Envoy,missing,
2008,GMC,Envoy,missing,
2009,GMC,Envoy,missing,
2002,GMC,Envoy XL,missing,
2003,GMC,Envoy XL,missing,
2004,GMC,Envoy XL,missing,
2005,GMC,Envoy XL,missing,
2006,GMC,Envoy XL,missing,
2004,GMC,Envoy XUV,missing,
2005,GMC,Envoy XUV,missing,
2022,GMC,Hummer EV,missing,
2025,GMC,Hummer EV,missing,
2023,GMC,Hummer EV Pickup,missing,
2024,GMC,Hummer EV Pickup,missing,
2026,GMC,Hummer EV Pickup,missing,
2024,GMC,Hummer EV SUV,missing,
2025,GMC,Hummer EV SUV,missing,
2026,GMC,Hummer EV SUV,missing,
2000,GMC,Jimmy,missing,
2001,GMC,Jimmy,missing,
2000,GMC,Safari,missing,
2001,GMC,Safari,missing,
2002,GMC,Safari,missing,
2003,GMC,Safari,missing,
2004,GMC,Safari,missing,
2005,GMC,Safari,missing,
2000,GMC,Savana,missing,
2001,GMC,Savana,missing,
2002,GMC,Savana,missing,
2003,GMC,Savana,missing,
2004,GMC,Savana,missing,
2005,GMC,Savana,missing,
2006,GMC,Savana,missing,
2007,GMC,Savana,missing,
2008,GMC,Savana,missing,
2009,GMC,Savana 1500,missing,
2010,GMC,Savana 1500,missing,
2011,GMC,Savana 1500,missing,
2012,GMC,Savana 1500,missing,
2013,GMC,Savana 1500,missing,
2014,GMC,Savana 1500,missing,
2009,GMC,Savana 2500,missing,
2010,GMC,Savana 2500,missing,
2011,GMC,Savana 2500,missing,
2012,GMC,Savana 2500,missing,
2013,GMC,Savana 2500,missing,
2014,GMC,Savana 2500,missing,
2015,GMC,Savana 2500,missing,
2016,GMC,Savana 2500,missing,
2017,GMC,Savana 2500,missing,
2018,GMC,Savana 2500,missing,
2019,GMC,Savana 2500,missing,
2020,GMC,Savana 2500,missing,
2021,GMC,Savana 2500,missing,
2022,GMC,Savana 2500,missing,
2023,GMC,Savana 2500,missing,
2024,GMC,Savana 2500,missing,
2009,GMC,Savana 3500,missing,
2010,GMC,Savana 3500,missing,
2011,GMC,Savana 3500,missing,
2012,GMC,Savana 3500,missing,
2013,GMC,Savana 3500,missing,
2014,GMC,Savana 3500,missing,
2015,GMC,Savana 3500,missing,
2016,GMC,Savana 3500,missing,
2017,GMC,Savana 3500,missing,
2018,GMC,Savana 3500,missing,
2019,GMC,Savana 3500,missing,
2020,GMC,Savana 3500,missing,
2021,GMC,Savana 3500,missing,
2022,GMC,Savana 3500,missing,
2023,GMC,Savana 3500,missing,
2024,GMC,Savana 3500,missing,
2025,GMC,Savana Cargo VAN,missing,
2001,GMC,Savana SLT,missing,
2000,GMC,Sierra 1500,missing,
2001,GMC,Sierra 1500,missing,
2002,GMC,Sierra 1500,missing,
2003,GMC,Sierra 1500,missing,
2004,GMC,Sierra 1500,missing,
2005,GMC,Sierra 1500,missing,
2006,GMC,Sierra 1500,missing,
2007,GMC,Sierra 1500,missing,
2008,GMC,Sierra 1500,missing,
2009,GMC,Sierra 1500,missing,
2010,GMC,Sierra 1500,missing,
2011,GMC,Sierra 1500,missing,
2012,GMC,Sierra 1500,missing,
2013,GMC,Sierra 1500,missing,
2014,GMC,Sierra 1500,missing,
2015,GMC,Sierra 1500,missing,
2016,GMC,Sierra 1500,missing,
2017,GMC,Sierra 1500,missing,
2018,GMC,Sierra 1500,missing,
2019,GMC,Sierra 1500,missing,
2020,GMC,Sierra 1500,missing,
2021,GMC,Sierra 1500,missing,
2022,GMC,Sierra 1500,missing,
2023,GMC,Sierra 1500,missing,
2024,GMC,Sierra 1500,missing,
2025,GMC,Sierra 1500,missing,
2026,GMC,Sierra 1500,missing,
2007,GMC,Sierra 1500 Classic,missing,
2006,GMC,Sierra 1500 Hybrid,missing,
2009,GMC,Sierra 1500 Hybrid,missing,
2010,GMC,Sierra 1500 Hybrid,missing,
2011,GMC,Sierra 1500 Hybrid,missing,
2012,GMC,Sierra 1500 Hybrid,missing,
2013,GMC,Sierra 1500 Hybrid,missing,
2007,GMC,Sierra 1500 Hybrid Classic,missing,
2019,GMC,Sierra 1500 Limited,missing,
2022,GMC,Sierra 1500 Limited,missing,
2001,GMC,Sierra 1500hd,missing,
2002,GMC,Sierra 1500hd,missing,
2003,GMC,Sierra 1500hd,missing,
2005,GMC,Sierra 1500hd,missing,
2006,GMC,Sierra 1500hd,missing,
2007,GMC,Sierra 1500hd Classic,missing,
2000,GMC,Sierra 2500,missing,
2001,GMC,Sierra 2500,missing,
2002,GMC,Sierra 2500,missing,
2003,GMC,Sierra 2500,missing,
2004,GMC,Sierra 2500,missing,
2025,GMC,Sierra 2500,missing,
2001,GMC,Sierra 2500hd,missing,
2002,GMC,Sierra 2500hd,missing,
2003,GMC,Sierra 2500hd,missing,
2004,GMC,Sierra 2500hd,missing,
2005,GMC,Sierra 2500hd,missing,
2006,GMC,Sierra 2500hd,missing,
2007,GMC,Sierra 2500hd,missing,
2008,GMC,Sierra 2500hd,missing,
2009,GMC,Sierra 2500hd,missing,
2010,GMC,Sierra 2500hd,missing,
2011,GMC,Sierra 2500hd,missing,
2012,GMC,Sierra 2500hd,missing,
2013,GMC,Sierra 2500hd,missing,
2014,GMC,Sierra 2500hd,missing,
2015,GMC,Sierra 2500hd,missing,
2016,GMC,Sierra 2500hd,missing,
2017,GMC,Sierra 2500hd,missing,
2018,GMC,Sierra 2500hd,missing,
2019,GMC,Sierra 2500hd,missing,
2020,GMC,Sierra 2500hd,missing,
2021,GMC,Sierra 2500hd,missing,
2022,GMC,Sierra 2500hd,missing,
2023,GMC,Sierra 2500hd,missing,
2024,GMC,Sierra 2500hd,missing,
2026,GMC,Sierra 2500hd,missing,
2007,GMC,Sierra 2500hd Classic,missing,
2000,GMC,Sierra 3500,missing,
2001,GMC,Sierra 3500,missing,
2002,GMC,Sierra 3500,missing,
2003,GMC,Sierra 3500,missing,
2004,GMC,Sierra 3500,missing,
2005,GMC,Sierra 3500,missing,
2006,GMC,Sierra 3500,missing,
2007,GMC,Sierra 3500,missing,
2025,GMC,Sierra 3500,missing,
2007,GMC,Sierra 3500 Classic,missing,
2008,GMC,Sierra 3500hd,missing,
2009,GMC,Sierra 3500hd,missing,
2010,GMC,Sierra 3500hd,missing,
2011,GMC,Sierra 3500hd,missing,
2012,GMC,Sierra 3500hd,missing,
2013,GMC,Sierra 3500hd,missing,
2014,GMC,Sierra 3500hd,missing,
2015,GMC,Sierra 3500hd,missing,
2016,GMC,Sierra 3500hd,missing,
2017,GMC,Sierra 3500hd,missing,
2018,GMC,Sierra 3500hd,missing,
2019,GMC,Sierra 3500hd,missing,
2020,GMC,Sierra 3500hd,missing,
2021,GMC,Sierra 3500hd,missing,
2022,GMC,Sierra 3500hd,missing,
2023,GMC,Sierra 3500hd,missing,
2024,GMC,Sierra 3500hd,missing,
2026,GMC,Sierra 3500hd,missing,
2025,GMC,Sierra EV,missing,
2026,GMC,Sierra EV,missing,
2000,GMC,Sonoma,missing,
2001,GMC,Sonoma,missing,
2002,GMC,Sonoma,missing,
2003,GMC,Sonoma,missing,
2004,GMC,Sonoma,missing,
2010,GMC,Terrain,missing,
2014,GMC,Terrain,missing,
2026,GMC,Terrain,missing,
2000,GMC,Yukon,missing,
2001,GMC,Yukon,missing,
2002,GMC,Yukon,missing,
2003,GMC,Yukon,missing,
2004,GMC,Yukon,missing,
2005,GMC,Yukon,missing,
2006,GMC,Yukon,missing,
2007,GMC,Yukon,missing,
2008,GMC,Yukon,missing,
2009,GMC,Yukon,missing,
2010,GMC,Yukon,missing,
2011,GMC,Yukon,missing,
2012,GMC,Yukon,missing,
2013,GMC,Yukon,missing,
2014,GMC,Yukon,missing,
2015,GMC,Yukon,missing,
2016,GMC,Yukon,missing,
2017,GMC,Yukon,missing,
2018,GMC,Yukon,missing,
2019,GMC,Yukon,missing,
2020,GMC,Yukon,missing,
2021,GMC,Yukon,missing,
2022,GMC,Yukon,missing,
2023,GMC,Yukon,missing,
2024,GMC,Yukon,missing,
2025,GMC,Yukon,missing,
2000,GMC,Yukon Denali,missing,
2008,GMC,Yukon Hybrid,missing,
2009,GMC,Yukon Hybrid,missing,
2010,GMC,Yukon Hybrid,missing,
2011,GMC,Yukon Hybrid,missing,
2012,GMC,Yukon Hybrid,missing,
2013,GMC,Yukon Hybrid,missing,
2016,GMC,Yukon XL,missing,
2017,GMC,Yukon XL,missing,
2018,GMC,Yukon XL,missing,
2019,GMC,Yukon XL,missing,
2020,GMC,Yukon XL,missing,
2021,GMC,Yukon XL,missing,
2022,GMC,Yukon XL,missing,
2023,GMC,Yukon XL,missing,
2024,GMC,Yukon XL,missing,
2025,GMC,Yukon XL,missing,
2000,GMC,Yukon XL 1500,missing,
2001,GMC,Yukon XL 1500,missing,
2002,GMC,Yukon XL 1500,missing,
2003,GMC,Yukon XL 1500,missing,
2004,GMC,Yukon XL 1500,missing,
2005,GMC,Yukon XL 1500,missing,
2006,GMC,Yukon XL 1500,missing,
2007,GMC,Yukon XL 1500,missing,
2008,GMC,Yukon XL 1500,missing,
2009,GMC,Yukon XL 1500,missing,
2010,GMC,Yukon XL 1500,missing,
2011,GMC,Yukon XL 1500,missing,
2012,GMC,Yukon XL 1500,missing,
2013,GMC,Yukon XL 1500,missing,
2014,GMC,Yukon XL 1500,missing,
2015,GMC,Yukon XL 1500,missing,
2000,GMC,Yukon XL 2500,missing,
2001,GMC,Yukon XL 2500,missing,
2002,GMC,Yukon XL 2500,missing,
2003,GMC,Yukon XL 2500,missing,
2004,GMC,Yukon XL 2500,missing,
2005,GMC,Yukon XL 2500,missing,
2006,GMC,Yukon XL 2500,missing,
2007,GMC,Yukon XL 2500,missing,
2008,GMC,Yukon XL 2500,missing,
2009,GMC,Yukon XL 2500,missing,
2010,GMC,Yukon XL 2500,missing,
2011,GMC,Yukon XL 2500,missing,
2012,GMC,Yukon XL 2500,missing,
2013,GMC,Yukon XL 2500,missing,
2023,Genesis,Electrified G80,missing,
2024,Genesis,Electrified G80,missing,
2025,Genesis,Electrified G80,missing,
2023,Genesis,Electrified Gv70,missing,
2024,Genesis,Electrified Gv70,missing,
2025,Genesis,Electrified Gv70,missing,
2026,Genesis,Electrified Gv70,missing,
2019,Genesis,G70,missing,
2020,Genesis,G70,missing,
2021,Genesis,G70,missing,
2022,Genesis,G70,missing,
2023,Genesis,G70,missing,
2024,Genesis,G70,missing,
2025,Genesis,G70,missing,
2026,Genesis,G70,missing,
2017,Genesis,G80,missing,
2018,Genesis,G80,missing,
2019,Genesis,G80,missing,
2020,Genesis,G80,missing,
2021,Genesis,G80,missing,
2022,Genesis,G80,missing,
2023,Genesis,G80,missing,
2024,Genesis,G80,missing,
2025,Genesis,G80,missing,
2017,Genesis,G90,missing,
2018,Genesis,G90,missing,
2019,Genesis,G90,missing,
2020,Genesis,G90,missing,
2021,Genesis,G90,missing,
2022,Genesis,G90,missing,
2023,Genesis,G90,missing,
2024,Genesis,G90,missing,
2025,Genesis,G90,missing,
2023,Genesis,Gv60,missing,
2024,Genesis,Gv60,missing,
2025,Genesis,Gv60,missing,
2022,Genesis,Gv70,missing,
2023,Genesis,Gv70,missing,
2024,Genesis,Gv70,missing,
2025,Genesis,Gv70,missing,
2026,Genesis,Gv70,missing,
2021,Genesis,Gv80,missing,
2022,Genesis,Gv80,missing,
2023,Genesis,Gv80,missing,
2024,Genesis,Gv80,missing,
2025,Genesis,Gv80,missing,
2026,Genesis,Gv80,missing,
2025,Genesis,Gv80 Coupe,missing,
2010,Honda,Accord Crosstour,missing,
2011,Honda,Accord Crosstour,missing,
2006,Honda,Accord Hybrid,missing,
2007,Honda,Accord Hybrid,missing,
2014,Honda,Accord Hybrid,missing,
2015,Honda,Accord Hybrid,missing,
2017,Honda,Accord Hybrid,missing,
2018,Honda,Accord Hybrid,missing,
2019,Honda,Accord Hybrid,missing,
2020,Honda,Accord Hybrid,missing,
2021,Honda,Accord Hybrid,missing,
2022,Honda,Accord Hybrid,missing,
2023,Honda,Accord Hybrid,missing,
2024,Honda,Accord Hybrid,missing,
2025,Honda,Accord Hybrid,missing,
2014,Honda,Accord Plug IN Hybrid,missing,
2025,Honda,Accord Sedan,missing,
2026,Honda,CR V,missing,
2025,Honda,CR V Fcev,missing,
2020,Honda,CR V Hybrid,missing,
2021,Honda,CR V Hybrid,missing,
2022,Honda,CR V Hybrid,missing,
2023,Honda,CR V Hybrid,missing,
2024,Honda,CR V Hybrid,missing,
2025,Honda,CR V Hybrid,missing,
2026,Honda,CR V Hybrid,missing,
2025,Honda,Civic Hatchback,missing,
2025,Honda,Civic Hatchback Hybrid,missing,
2026,Honda,Civic Hatchback Hybrid,missing,
2006,Honda,Civic Hybrid,missing,
2007,Honda,Civic Hybrid,missing,
2008,Honda,Civic Hybrid,missing,
2009,Honda,Civic Hybrid,missing,
2010,Honda,Civic Hybrid,missing,
2011,Honda,Civic Hybrid,missing,
2012,Honda,Civic Hybrid,missing,
2013,Honda,Civic Hybrid,missing,
2014,Honda,Civic Hybrid,missing,
2015,Honda,Civic Hybrid,missing,
2019,Honda,Civic SI,missing,
2020,Honda,Civic SI,missing,
2022,Honda,Civic SI,missing,
2023,Honda,Civic SI,missing,
2024,Honda,Civic SI,missing,
2025,Honda,Civic SI,missing,
2026,Honda,Civic SI,missing,
2025,Honda,Civic Sedan,missing,
2026,Honda,Civic Sedan,missing,
2025,Honda,Civic Sedan Hybrid,missing,
2026,Honda,Civic Sedan Hybrid,missing,
2018,Honda,Civic Type R,missing,
2019,Honda,Civic Type R,missing,
2020,Honda,Civic Type R,missing,
2021,Honda,Civic Type R,missing,
2023,Honda,Civic Type R,missing,
2024,Honda,Civic Type R,missing,
2025,Honda,Civic Type R,missing,
2019,Honda,Clarity Electric,missing,
2019,Honda,Clarity Fuel Cell,missing,
2020,Honda,Clarity Fuel Cell,missing,
2021,Honda,Clarity Fuel Cell,missing,
2018,Honda,Clarity Plug IN Hybrid,missing,
2019,Honda,Clarity Plug IN Hybrid,missing,
2020,Honda,Clarity Plug IN Hybrid,missing,
2021,Honda,Clarity Plug IN Hybrid,missing,
2012,Honda,Crosstour,missing,
2013,Honda,Crosstour,missing,
2014,Honda,Crosstour,missing,
2015,Honda,Crosstour,missing,
2003,Honda,Element,missing,
2004,Honda,Element,missing,
2005,Honda,Element,missing,
2006,Honda,Element,missing,
2013,Honda,FIT EV,missing,
2014,Honda,FIT EV,missing,
2026,Honda,HR V,missing,
2000,Honda,Insight,missing,
2001,Honda,Insight,missing,
2002,Honda,Insight,missing,
2003,Honda,Insight,missing,
2004,Honda,Insight,missing,
2005,Honda,Insight,missing,
2006,Honda,Insight,missing,
2010,Honda,Insight,missing,
2011,Honda,Insight,missing,
2012,Honda,Insight,missing,
2013,Honda,Insight,missing,
2014,Honda,Insight,missing,
2001,Honda,Odyssey,missing,
2026,Honda,Odyssey,missing,
2023,Honda,Passport,missing,
2024,Honda,Passport,missing,
2026,Honda,Passport,missing,
2013,Honda,Pilot,missing,
2000,Honda,Prelude,missing,
2001,Honda,Prelude,missing,
2024,Honda,Ridgeline,missing,
2000,Honda,S2000,missing,
2001,Honda,S2000,missing,
2002,Honda,S2000,missing,
2003,Honda,S2000,missing,
2004,Honda,S2000,missing,
2005,Honda,S2000,missing,
2006,Honda,S2000,missing,
2007,Honda,S2000,missing,
2008,Honda,S2000,missing,
2009,Honda,S2000,missing,
2003,Hummer,H1,missing,
2004,Hummer,H1,missing,
2003,Hummer,H2,missing,
2004,Hummer,H2,missing,
2005,Hummer,H2 SUT,missing,
2006,Hummer,H2 SUT,missing,
2007,Hummer,H2 SUT,missing,
2008,Hummer,H2 SUT,missing,
2009,Hummer,H2 SUT,missing,
2005,Hummer,H2 SUV,missing,
2006,Hummer,H2 SUV,missing,
2007,Hummer,H2 SUV,missing,
2008,Hummer,H2 SUV,missing,
2009,Hummer,H2 SUV,missing,
2006,Hummer,H3 SUV,missing,
2007,Hummer,H3 SUV,missing,
2008,Hummer,H3 SUV,missing,
2009,Hummer,H3 SUV,missing,
2010,Hummer,H3 SUV,missing,
2009,Hummer,H3T,missing,
2010,Hummer,H3T,missing,
2000,Hyundai,Accent,missing,
2001,Hyundai,Accent,missing,
2002,Hyundai,Accent,missing,
2009,Hyundai,Accent,missing,
2017,Hyundai,Accent,missing,
2018,Hyundai,Accent,missing,
2006,Hyundai,Azera,missing,
2007,Hyundai,Azera,missing,
2008,Hyundai,Azera,missing,
2009,Hyundai,Azera,missing,
2010,Hyundai,Azera,missing,
2011,Hyundai,Azera,missing,
2012,Hyundai,Azera,missing,
2013,Hyundai,Azera,missing,
2014,Hyundai,Azera,missing,
2015,Hyundai,Azera,missing,
2016,Hyundai,Azera,missing,
2017,Hyundai,Azera,missing,
2000,Hyundai,Elantra,missing,
2001,Hyundai,Elantra,missing,
2002,Hyundai,Elantra,missing,
2003,Hyundai,Elantra,missing,
2004,Hyundai,Elantra,missing,
2020,Hyundai,Elantra,missing,
2013,Hyundai,Elantra GT,missing,
2014,Hyundai,Elantra GT,missing,
2015,Hyundai,Elantra GT,missing,
2016,Hyundai,Elantra GT,missing,
2017,Hyundai,Elantra GT,missing,
2018,Hyundai,Elantra GT,missing,
2019,Hyundai,Elantra GT,missing,
2020,Hyundai,Elantra GT,missing,
2021,Hyundai,Elantra HEV,missing,
2022,Hyundai,Elantra HEV,missing,
2023,Hyundai,Elantra HEV,missing,
2024,Hyundai,Elantra HEV,missing,
2025,Hyundai,Elantra HEV,missing,
2022,Hyundai,Elantra N,missing,
2023,Hyundai,Elantra N,missing,
2024,Hyundai,Elantra N,missing,
2025,Hyundai,Elantra N,missing,
2009,Hyundai,Elantra Touring,missing,
2010,Hyundai,Elantra Touring,missing,
2011,Hyundai,Elantra Touring,missing,
2012,Hyundai,Elantra Touring,missing,
2007,Hyundai,Entourage,missing,
2008,Hyundai,Entourage,missing,
2011,Hyundai,Equus,missing,
2012,Hyundai,Equus,missing,
2013,Hyundai,Equus,missing,
2014,Hyundai,Equus,missing,
2015,Hyundai,Equus,missing,
2016,Hyundai,Equus,missing,
2009,Hyundai,Genesis,missing,
2010,Hyundai,Genesis,missing,
2011,Hyundai,Genesis,missing,
2012,Hyundai,Genesis,missing,
2013,Hyundai,Genesis,missing,
2014,Hyundai,Genesis,missing,
2015,Hyundai,Genesis,missing,
2016,Hyundai,Genesis,missing,
2010,Hyundai,Genesis Coupe,missing,
2011,Hyundai,Genesis Coupe,missing,
2012,Hyundai,Genesis Coupe,missing,
2013,Hyundai,Genesis Coupe,missing,
2014,Hyundai,Genesis Coupe,missing,
2015,Hyundai,Genesis Coupe,missing,
2016,Hyundai,Genesis Coupe,missing,
2025,Hyundai,Ioniq 5 N,missing,
2026,Hyundai,Ioniq 9,missing,
2017,Hyundai,Ioniq EV,missing,
2018,Hyundai,Ioniq EV,missing,
2019,Hyundai,Ioniq EV,missing,
2020,Hyundai,Ioniq EV,missing,
2021,Hyundai,Ioniq EV,missing,
2017,Hyundai,Ioniq Hybrid,missing,
2018,Hyundai,Ioniq Hybrid,missing,
2019,Hyundai,Ioniq Hybrid,missing,
2020,Hyundai,Ioniq Hybrid,missing,
2021,Hyundai,Ioniq Hybrid,missing,
2022,Hyundai,Ioniq Hybrid,missing,
